student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality
S1396,24,Male,4.9,0.0,2.5,Yes,87.6,6.0,Fair
S1397,22,Female,2.3,2.5,1.9,Yes,96.9,6.2,Fair
S1398,24,Male,5.7,2.9,1.7,No,77.3,6.4,Good
S1399,17,Male,3.1,3.6,0.4,No,80.0,6.6,Poor
S1400,24,Male,3.5,1.3,2.1,No,79.9,7.3,Fair
S1401,20,Male,2.4,2.6,1.0,No,77.0,6.0,Good
S1402,19,Male,0.0,1.4,0.0,No,81.5,6.7,Good
S1403,17,Female,4.8,2.8,3.1,No,92.7,6.4,Fair
S1404,24,Male,4.6,1.4,2.9,Yes,74.5,5.4,Good
S1405,20,Female,3.1,2.0,1.9,No,89.3,6.4,Good
S1406,22,Female,3.6,1.3,2.1,No,68.0,6.3,Poor
S1407,24,Male,4.3,3.3,3.0,No,79.4,6.3,Fair
S1408,20,Male,1.2,3.5,2.0,No,81.7,6.5,Poor
S1409,22,Male,2.7,2.2,2.8,No,100.0,6.6,Fair
S1410,19,Female,4.7,2.5,1.5,No,82.3,6.0,Fair
S1411,24,Male,1.6,0.8,3.2,Yes,63.0,8.0,Good
S1412,22,Female,3.9,2.1,2.2,No,65.0,5.1,Good
S1413,17,Male,1.5,2.4,2.0,Yes,85.3,5.6,Poor
S1414,19,Female,4.2,5.6,0.4,No,91.1,9.8,Poor
S1415,17,Male,3.4,1.2,2.1,Yes,88.8,5.3,Fair
S1416,21,Male,1.1,4.3,0.9,No,86.7,4.9,Fair
S1417,18,Female,5.2,3.7,1.1,No,96.6,7.4,Fair
S1418,24,Female,2.4,2.8,0.9,No,79.6,4.0,Good
S1419,22,Male,2.3,4.6,0.6,No,93.9,6.2,Good
S1420,18,Female,3.8,2.9,4.1,Yes,68.7,9.1,Fair
S1421,18,Female,5.2,3.0,3.3,No,76.0,4.6,Good
S1422,22,Female,2.0,2.4,3.9,No,66.9,4.1,Fair
S1423,19,Female,3.6,4.0,0.5,No,82.3,4.7,Good
S1424,24,Male,4.1,3.8,1.9,Yes,84.5,7.6,Fair
S1425,21,Male,4.5,1.7,0.4,No,86.1,7.8,Poor
S1426,17,Male,3.8,0.9,1.0,No,85.6,5.9,Good
S1427,20,Female,2.9,2.3,0.8,Yes,75.7,7.3,Fair
S1428,17,Female,2.3,1.5,3.2,No,83.1,8.2,Good
S1429,20,Male,3.6,2.4,1.4,No,70.0,8.6,Fair
S1430,17,Male,1.9,4.0,3.0,No,98.6,6.2,Poor
S1431,22,Female,0.0,2.0,2.5,No,82.0,3.7,Poor
S1432,21,Other,4.2,2.4,4.3,No,80.1,5.5,Fair
S1433,24,Female,4.9,2.6,0.2,No,100.0,6.0,Good
S1434,20,Male,0.0,3.5,3.2,No,72.6,6.2,Fair
S1435,24,Male,2.0,0.0,3.1,No,73.7,6.3,Good
S1436,24,Male,4.4,1.8,0.7,No,74.0,7.8,Good
S1437,24,Female,6.6,2.8,2.9,No,84.3,8.0,Good
S1438,23,Male,3.5,3.9,2.2,No,89.3,6.3,Fair
S1439,19,Female,2.4,1.9,1.5,No,92.4,7.8,Good
S1440,17,Male,3.2,0.2,0.9,No,100.0,6.9,Fair
S1441,24,Female,5.6,3.2,1.0,No,62.5,6.6,Fair
S1442,17,Female,2.5,1.7,4.1,No,91.1,7.6,Poor
S1443,24,Female,2.3,1.1,1.8,Yes,79.4,6.6,Fair
S1444,20,Male,2.8,1.8,2.7,No,79.1,9.0,Poor
S1445,19,Male,2.1,2.3,0.9,No,78.8,4.8,Good
S1446,19,Male,3.7,1.8,0.9,Yes,75.9,5.9,Fair
S1447,22,Female,5.9,0.0,3.0,No,100.0,6.3,Fair
S1448,23,Female,4.0,3.6,0.3,No,93.4,7.0,Good
S1449,22,Female,3.1,4.0,1.3,No,85.2,8.0,Fair
S1450,22,Female,3.1,3.3,1.8,No,98.5,6.5,Fair
S1451,22,Female,1.2,1.1,1.9,No,69.9,4.8,Poor
S1452,22,Male,4.8,2.3,1.6,Yes,71.7,7.5,Good
S1453,22,Female,3.4,2.5,2.2,No,63.2,7.4,Poor
S1454,21,Male,3.2,3.2,2.6,Yes,78.0,4.2,Fair
S1455,19,Male,8.3,3.3,2.6,Yes,86.6,6.5,Fair
S1456,22,Female,3.9,1.6,0.7,Yes,86.0,4.6,Good
S1457,24,Male,2.4,2.6,1.5,No,86.5,5.7,Good
S1458,19,Male,2.9,3.0,3.1,No,70.9,5.4,Good
S1459,19,Female,5.2,4.2,2.8,Yes,93.0,7.5,Poor
S1460,18,Male,3.7,3.3,0.3,Yes,87.4,6.6,Fair
S1461,21,Female,1.3,3.4,2.2,No,92.3,5.0,Fair
S1462,22,Male,4.9,2.6,0.0,Yes,66.1,7.6,Poor
S1463,17,Male,2.5,4.2,1.9,Yes,88.1,4.8,Fair
S1464,20,Male,6.3,3.0,3.9,Yes,73.1,6.9,Fair
S1465,23,Male,5.1,1.5,0.8,No,81.0,5.5,Fair
S1466,24,Female,2.8,4.2,0.9,No,90.3,6.1,Good
S1467,17,Male,5.4,3.3,2.6,No,85.9,7.1,Fair
S1468,21,Female,3.6,2.0,0.1,No,76.5,7.1,Good
S1469,20,Male,4.8,1.9,1.1,No,85.1,8.1,Fair
S1470,21,Female,4.2,2.9,2.5,No,69.7,6.4,Fair
S1471,24,Female,2.2,3.1,1.1,No,96.5,6.9,Fair
S1472,19,Female,2.5,2.7,1.5,No,82.9,6.0,Poor
S1473,20,Male,5.0,2.9,2.6,No,96.2,6.7,Poor
S1474,19,Male,3.0,4.5,2.3,Yes,79.7,7.0,Fair
S1475,24,Male,2.9,3.8,2.1,No,79.8,6.4,Good
S1476,17,Female,2.1,2.7,1.4,No,77.4,4.3,Good
S1477,24,Male,4.1,3.6,2.2,No,93.8,6.9,Poor
S1478,17,Female,6.6,1.3,1.7,No,77.9,6.9,Good
S1479,20,Female,1.9,3.0,2.3,No,91.4,5.7,Good
S1480,20,Male,3.5,4.7,1.3,Yes,81.2,5.0,Good
S1481,22,Female,5.6,2.2,1.6,No,65.2,8.3,Good
S1482,21,Male,3.4,1.5,0.7,No,79.3,7.1,Fair
S1483,22,Male,4.2,1.7,1.8,No,73.2,6.2,Fair
S1484,21,Female,1.9,1.2,0.9,No,85.3,5.1,Fair
S1485,22,Female,4.1,1.6,0.6,No,73.1,5.5,Fair
S1486,19,Female,3.2,2.1,2.1,No,94.3,8.1,Fair
S1487,20,Male,5.0,0.8,2.0,No,84.1,6.7,Fair
S1488,17,Male,5.3,2.5,2.7,Yes,83.2,5.8,Good
S1489,21,Female,7.4,3.6,1.3,No,91.6,7.1,Good
S1490,24,Female,4.4,1.4,2.2,No,94.6,5.5,Good
S1491,21,Female,4.0,4.3,2.4,No,84.8,8.3,Good
S1492,17,Male,3.8,3.1,2.3,No,77.3,8.1,Good
S1493,22,Female,3.0,3.7,0.9,No,67.3,5.9,Poor
S1494,21,Male,4.0,1.7,2.0,No,78.1,5.7,Fair
S1495,23,Male,3.1,3.5,2.2,No,78.8,3.4,Fair
S1496,19,Female,3.8,1.2,1.8,No,86.1,4.7,Good
S1497,20,Male,5.5,3.6,0.0,No,81.5,4.9,Fair
S1498,17,Female,2.0,2.7,2.0,No,91.9,6.7,Good
S1499,20,Male,5.2,3.2,4.2,Yes,78.9,6.1,Poor
S1500,23,Male,5.5,1.1,1.4,No,84.4,4.9,Fair
S1501,21,Female,3.3,1.4,1.0,No,96.8,6.2,Good
S1502,21,Female,0.3,3.2,2.2,No,88.4,7.1,Poor
S1503,24,Female,2.6,1.4,2.1,Yes,84.4,7.1,Fair
S1504,23,Female,5.4,3.1,3.1,No,79.0,4.2,Fair
S1505,17,Female,3.5,0.9,0.4,No,78.7,6.3,Fair
S1506,24,Female,2.0,3.5,2.6,No,76.5,4.8,Good
S1507,19,Female,2.7,1.0,2.4,No,79.6,7.6,Fair
S1508,24,Male,4.8,3.2,1.6,No,92.6,7.4,Fair
S1509,18,Female,4.3,3.3,2.2,No,82.8,5.4,Poor
S1510,17,Male,3.1,1.7,2.9,Yes,71.5,5.6,Good
S1511,18,Other,2.9,3.2,2.8,No,100.0,5.9,Fair
S1512,23,Female,2.9,2.8,0.5,No,88.2,3.8,Good
S1513,22,Male,2.1,1.9,2.7,Yes,70.9,6.9,Good
S1514,18,Female,5.9,1.3,1.7,No,80.6,6.2,Fair
S1515,19,Female,3.0,0.1,1.9,No,86.1,7.7,Good
S1516,24,Male,5.3,2.9,1.9,No,100.0,5.2,Good
S1517,22,Female,5.8,0.6,1.6,No,73.9,5.8,Fair
S1518,24,Female,5.0,2.6,3.1,No,94.8,4.7,Poor
S1519,18,Male,2.9,2.2,1.7,Yes,99.0,5.3,Good
S1520,24,Female,4.1,3.3,0.6,Yes,78.7,5.1,Good
S1521,23,Male,3.5,2.1,1.4,No,82.2,7.7,Fair
S1522,22,Female,2.1,2.1,2.0,No,74.6,5.7,Fair
S1523,23,Other,4.0,3.4,3.2,No,83.0,6.6,Good
S1524,18,Female,1.7,2.9,2.5,No,84.6,6.0,Good
S1525,23,Male,5.3,2.9,0.9,No,91.6,5.0,Good
S1526,19,Female,2.8,3.1,4.5,No,95.9,6.3,Fair
S1527,18,Female,3.8,0.7,2.1,No,77.5,7.2,Good
S1528,18,Male,3.9,3.4,3.2,No,65.3,5.1,Fair
S1529,18,Female,3.1,3.2,1.6,No,84.8,7.5,Fair
S1530,17,Male,4.4,1.3,2.4,No,87.9,5.5,Good
S1531,24,Female,2.8,2.2,2.7,No,87.5,5.9,Good
S1532,17,Male,4.8,2.5,3.1,Yes,81.7,7.1,Fair
S1533,17,Male,1.5,2.3,3.0,No,86.2,5.7,Fair
S1534,19,Male,3.7,2.9,2.8,No,100.0,6.5,Good
S1535,22,Female,6.4,4.2,1.5,Yes,88.8,6.1,Fair
S1536,24,Male,2.0,3.8,1.2,No,81.3,6.7,Good
S1537,23,Female,2.5,0.9,2.2,Yes,80.0,3.6,Good
S1538,21,Male,4.3,3.2,2.8,No,83.3,4.3,Poor
S1539,18,Male,3.8,4.1,1.6,No,100.0,7.2,Good
S1540,23,Female,4.0,3.0,3.0,No,83.2,7.7,Good
S1541,18,Female,4.2,3.8,3.4,Yes,84.8,5.4,Good
S1542,19,Male,4.5,4.9,0.8,No,80.2,6.2,Good
S1543,18,Female,5.2,3.7,0.9,No,96.0,6.9,Good
S1544,17,Female,4.1,2.8,1.6,No,100.0,7.3,Poor
S1545,24,Female,3.1,3.8,2.1,No,89.5,4.1,Fair
S1546,21,Male,4.5,2.7,1.2,Yes,85.8,5.4,Good
S1547,20,Male,6.3,2.5,3.3,No,85.4,6.1,Fair
S1548,18,Female,3.3,2.1,2.3,No,61.2,7.3,Poor
S1549,23,Male,2.0,4.4,1.8,No,92.5,9.5,Good
S1550,17,Female,5.2,1.5,0.2,Yes,86.3,6.2,Good
S1551,20,Female,3.3,4.3,0.4,Yes,89.3,4.8,Poor
S1552,21,Female,0.2,3.1,2.1,Yes,77.9,7.0,Good
S1553,20,Female,4.8,0.8,0.0,No,81.2,8.1,Good
S1554,17,Other,2.7,2.9,2.9,No,80.9,6.6,Fair
S1555,24,Male,3.4,0.0,1.6,No,95.2,5.4,Good
S1556,24,Female,4.0,3.3,5.4,No,81.2,7.6,Fair
S1557,22,Male,3.8,3.6,4.3,No,100.0,7.3,Poor
S1558,24,Male,4.6,1.8,1.6,No,89.3,5.3,Fair
S1559,22,Female,2.8,2.6,1.7,No,72.2,7.0,Fair
S1560,20,Female,4.3,4.8,2.9,Yes,83.7,7.7,Fair
S1561,19,Other,3.1,1.9,3.7,No,78.5,7.9,Good
S1562,23,Female,4.6,1.2,0.0,No,63.1,6.4,Good
S1563,23,Male,4.4,4.3,0.0,Yes,100.0,6.1,Fair
S1564,20,Male,2.1,4.9,1.1,No,92.0,8.0,Good
S1565,18,Female,5.1,2.5,2.4,No,90.3,5.0,Poor
S1566,18,Male,2.7,3.7,2.3,No,86.7,7.0,Poor
S1567,24,Male,4.7,4.1,3.0,No,71.2,4.9,Good
S1568,23,Male,4.1,1.6,0.5,No,80.2,7.8,Poor
S1569,23,Male,6.3,1.9,0.0,No,93.4,6.2,Fair
S1570,22,Male,3.2,4.0,2.7,No,74.5,8.0,Good
S1571,19,Male,3.0,4.5,0.9,No,59.7,7.1,Fair
S1572,17,Male,3.5,3.2,0.0,No,82.7,5.0,Good
S1573,18,Male,3.0,1.4,2.0,No,83.6,8.2,Fair
S1574,23,Other,4.7,4.9,2.7,No,86.4,8.4,Poor
S1575,22,Male,1.1,1.9,1.7,No,92.3,7.6,Fair
S1576,21,Male,1.9,2.1,1.3,No,91.4,5.6,Fair
S1577,22,Female,1.9,2.9,1.6,Yes,87.6,6.1,Fair
S1578,18,Male,4.9,4.4,1.4,Yes,97.0,6.7,Fair
S1579,18,Female,6.1,3.5,0.3,Yes,69.8,5.7,Good
S1580,22,Female,3.3,3.0,1.0,No,90.0,8.5,Good
S1581,17,Male,3.2,3.1,2.4,No,91.3,6.7,Fair
S1582,20,Male,3.6,2.6,2.2,No,72.6,3.3,Fair
S1583,18,Female,5.2,3.2,2.0,No,70.0,6.9,Fair
S1584,22,Female,2.1,0.0,0.7,No,77.5,6.1,Good
S1585,23,Male,3.9,2.1,1.6,No,78.4,6.4,Good
S1586,22,Female,5.0,2.8,0.0,Yes,92.5,6.1,Fair
S1587,19,Male,4.3,1.1,2.0,No,78.9,7.5,Good
S1588,20,Other,3.8,3.0,3.4,No,76.4,7.8,Fair
S1589,21,Male,5.0,2.3,0.2,No,78.9,6.8,Poor
S1590,17,Female,0.0,4.6,1.2,No,96.2,6.1,Poor
S1591,24,Female,4.5,4.4,2.2,No,85.1,6.5,Fair
S1592,21,Female,2.5,1.9,3.2,Yes,83.2,6.5,Fair
S1593,20,Female,0.8,2.3,1.3,Yes,83.9,5.5,Poor
S1594,20,Male,4.3,2.4,1.0,Yes,97.9,7.2,Good
S1595,20,Male,5.6,2.0,0.0,No,77.5,7.1,Fair
S1596,21,Male,3.3,2.7,1.9,No,98.2,8.3,Fair
S1597,23,Male,4.9,1.6,4.0,No,87.1,8.0,Fair
S1598,20,Female,5.9,1.1,2.1,Yes,83.4,5.7,Poor
S1599,22,Male,5.5,3.2,1.8,No,100.0,7.5,Fair
S1600,21,Male,6.0,3.3,2.2,No,74.4,5.4,Fair
S1601,24,Other,4.6,1.5,1.8,No,81.5,7.3,Fair
S1602,20,Female,3.6,3.6,0.9,No,72.7,5.9,Poor
S1603,22,Female,1.1,1.7,2.7,No,94.5,5.3,Fair
S1604,23,Other,3.1,2.8,2.0,No,100.0,6.8,Poor
S1605,19,Male,2.2,3.5,1.8,No,100.0,3.3,Good
S1606,23,Male,6.8,2.5,0.7,No,97.2,4.4,Good
S1607,24,Female,3.2,3.0,3.2,No,83.0,6.3,Poor
S1608,20,Female,3.7,1.9,2.5,No,81.3,6.6,Fair
S1609,24,Male,4.3,2.3,1.2,No,68.3,6.1,Poor
S1610,21,Female,3.6,2.3,2.9,No,100.0,4.6,Fair
S1611,18,Male,6.0,1.6,1.3,No,89.7,5.5,Fair
S1612,20,Male,2.6,2.3,0.9,No,80.1,7.0,Fair
S1613,18,Female,3.8,0.6,1.0,No,98.3,7.2,Fair
S1614,22,Female,2.4,1.9,0.0,No,75.3,6.5,Good
S1615,19,Female,1.5,2.2,2.3,No,89.1,7.9,Fair
S1616,17,Male,2.6,2.2,0.0,No,83.3,7.0,Fair
S1617,24,Female,3.4,2.2,0.4,No,91.4,5.6,Fair
S1618,23,Male,2.9,2.4,0.0,No,84.4,6.2,Good
S1619,19,Male,2.5,3.1,1.7,No,70.5,4.8,Good
S1620,20,Female,1.4,3.5,1.6,No,85.8,6.4,Fair
S1621,18,Female,3.4,1.7,1.4,No,95.5,7.8,Good
S1622,23,Female,1.2,1.1,0.7,No,84.7,7.3,Fair
S1623,18,Female,4.6,1.2,0.5,No,92.8,8.2,Good
S1624,21,Female,3.6,1.9,2.3,No,74.5,6.1,Good
S1625,18,Female,1.3,2.1,1.2,No,84.7,8.1,Poor
S1626,21,Male,3.0,1.6,2.1,No,78.8,6.3,Good
S1627,22,Male,2.4,0.9,0.8,No,92.5,8.3,Fair
S1628,23,Male,4.0,2.0,2.0,No,85.3,6.5,Fair
S1629,23,Male,5.5,2.7,3.2,Yes,91.9,7.3,Fair
S1630,17,Female,0.7,3.2,2.4,No,95.9,8.3,Good
S1631,20,Female,3.7,1.8,1.3,No,91.9,6.3,Fair
S1632,21,Male,3.3,2.0,2.1,No,87.7,6.8,Poor
S1633,17,Male,4.5,1.4,1.5,No,75.0,8.0,Good
S1634,18,Female,3.8,2.5,1.8,No,85.0,6.3,Poor
S1635,18,Male,2.4,1.5,1.4,No,79.7,4.9,Poor
S1636,17,Female,3.0,3.2,1.6,No,81.6,9.1,Fair
S1637,23,Female,2.3,0.4,2.0,No,81.3,5.9,Fair
S1638,18,Female,5.1,2.1,0.7,Yes,75.2,6.7,Fair
S1639,24,Female,3.5,2.9,0.7,No,65.4,7.9,Poor
S1640,22,Female,6.4,2.7,0.3,Yes,78.3,5.8,Good
S1641,22,Male,3.4,5.7,0.0,No,86.9,5.3,Good
S1642,24,Female,2.4,2.9,0.5,No,71.5,6.8,Fair
S1643,17,Female,1.2,1.3,2.0,No,85.2,4.3,Fair
S1644,24,Male,0.8,2.4,0.8,No,100.0,6.2,Fair
S1645,21,Female,1.1,0.4,2.4,Yes,95.2,6.8,Good
S1646,21,Female,3.9,2.4,1.8,No,100.0,6.2,Poor
S1647,17,Female,4.3,1.5,0.0,No,88.9,4.6,Poor
S1648,24,Female,1.1,3.6,2.5,No,96.7,8.4,Good
S1649,21,Female,4.8,1.8,2.7,No,77.8,6.6,Fair
S1650,23,Female,2.8,2.4,0.7,No,78.6,8.2,Fair
S1651,24,Female,3.7,1.7,2.3,Yes,57.6,6.2,Good
S1652,23,Female,5.9,4.6,0.9,No,96.9,5.4,Good
S1653,21,Female,4.8,2.1,1.9,No,100.0,6.8,Fair
S1654,22,Female,3.1,4.7,0.4,No,79.5,6.2,Good
S1655,21,Female,2.2,3.5,0.0,No,82.5,5.1,Poor
S1656,23,Male,0.3,3.1,1.4,Yes,77.5,8.3,Good
S1657,19,Female,2.4,2.9,1.7,No,88.8,5.8,Fair
S1658,20,Female,3.2,3.0,1.4,Yes,96.2,4.3,Good
S1659,18,Male,2.0,0.2,0.5,No,67.6,8.1,Good
S1660,24,Female,3.3,2.2,1.4,No,89.1,5.9,Good
S1661,19,Male,3.6,3.5,2.1,No,82.2,5.8,Good
S1662,21,Male,3.2,2.4,1.8,No,86.1,4.4,Fair
S1663,22,Female,2.5,0.8,2.0,No,89.6,8.6,Fair
S1664,17,Male,3.8,2.4,1.1,No,83.1,5.0,Fair
S1665,21,Female,4.2,4.5,3.1,No,84.0,6.6,Good
S1666,22,Female,1.9,4.0,0.5,Yes,82.9,7.6,Good
S1667,20,Female,5.6,2.4,2.3,No,94.7,7.0,Fair
S1668,21,Male,3.4,3.6,3.1,No,89.2,6.4,Good
S1669,23,Male,3.5,2.1,2.3,No,87.2,4.5,Good
S1670,17,Female,4.6,0.5,1.6,No,72.3,5.5,Good
S1671,22,Other,3.8,1.4,1.2,No,81.2,6.7,Good
S1672,22,Female,4.9,4.4,2.9,No,94.0,5.6,Fair
S1673,22,Male,3.9,2.2,0.2,No,85.4,6.7,Poor
S1674,20,Female,2.6,2.2,0.7,No,91.6,7.3,Poor
S1675,21,Female,4.0,2.1,1.4,No,100.0,7.7,Fair
S1676,20,Female,1.8,4.8,3.2,No,95.4,5.0,Good
S1677,24,Male,3.7,4.5,2.2,No,85.9,9.1,Good
S1678,18,Female,3.5,5.2,0.7,Yes,79.9,7.4,Good
S1679,18,Female,3.2,2.3,1.5,No,59.5,6.5,Good
S1680,24,Other,3.3,2.9,1.1,No,83.3,7.8,Poor
S1681,21,Male,0.7,0.7,1.0,No,81.7,9.3,Poor
S1682,23,Female,2.7,4.3,2.9,No,88.9,4.8,Poor
S1683,20,Female,3.6,1.1,0.3,Yes,83.5,6.2,Fair
S1684,17,Male,3.7,2.8,3.6,No,81.8,3.6,Fair
S1685,22,Female,2.0,1.2,2.7,No,67.2,6.7,Poor
S1686,22,Female,5.4,1.8,3.0,Yes,75.6,6.9,Fair
S1687,21,Male,2.2,1.5,1.3,Yes,89.8,6.5,Poor
S1688,23,Male,5.0,1.8,1.6,No,100.0,5.7,Good
S1689,18,Female,4.1,1.9,0.2,No,84.0,4.0,Fair
S1690,18,Male,2.5,1.8,1.2,Yes,88.3,6.9,Fair
S1691,22,Female,6.2,3.5,2.3,No,94.5,8.2,Fair
S1692,21,Male,1.7,1.2,3.2,No,76.9,5.8,Good
S1693,20,Female,4.9,2.8,0.6,No,88.7,7.0,Fair
S1694,18,Male,5.0,4.0,1.4,No,77.6,4.6,Fair
S1695,20,Female,2.5,1.9,1.6,No,93.6,7.0,Good
S1696,23,Other,5.6,1.6,0.3,No,86.5,6.0,Fair
S1697,18,Other,3.1,2.2,2.5,No,88.0,5.6,Good
S1698,18,Female,3.9,3.9,1.0,No,77.2,5.6,Fair
S1699,19,Male,3.9,2.7,1.6,No,92.1,6.0,Fair
S1700,18,Female,3.3,1.9,1.3,No,100.0,7.0,Poor
S1701,24,Male,4.7,3.1,0.9,No,74.9,4.9,Good
S1702,17,Male,4.7,1.2,1.8,No,81.6,6.0,Fair
S1703,24,Male,0.9,3.3,1.6,Yes,87.3,6.5,Poor
S1704,21,Female,5.5,3.0,1.4,No,92.9,5.2,Fair
S1705,21,Female,1.0,2.1,1.0,No,79.4,8.7,Fair
S1706,20,Female,5.0,1.5,2.2,No,56.7,5.5,Poor
S1707,24,Male,5.2,1.4,3.6,No,98.6,5.7,Good
S1708,24,Male,1.9,3.1,2.0,No,92.6,5.3,Good
S1709,24,Other,2.9,4.0,2.9,No,67.6,8.7,Poor
S1710,23,Male,1.8,1.7,0.3,No,78.9,7.2,Fair
S1711,18,Male,3.2,3.1,2.0,No,100.0,5.4,Good
S1712,17,Male,3.0,0.0,0.6,Yes,99.5,7.8,Fair
S1713,20,Female,4.7,1.8,0.2,Yes,94.4,6.7,Fair
S1714,24,Female,5.5,2.5,1.0,No,83.2,6.8,Fair
S1715,24,Male,5.6,1.4,3.1,No,85.8,6.1,Good
S1716,19,Male,2.7,1.4,2.8,No,83.7,5.6,Good
S1717,20,Female,3.2,1.7,2.1,Yes,96.3,6.9,Good
S1718,24,Female,1.0,2.9,0.1,No,76.2,5.8,Poor
S1719,20,Male,2.3,2.3,1.6,Yes,76.9,8.7,Fair
S1720,18,Female,4.9,0.0,2.1,Yes,95.1,5.0,Good
S1721,19,Male,5.9,0.0,2.0,Yes,84.6,8.3,Poor
S1722,20,Male,1.6,1.8,0.0,No,98.8,6.4,Good
S1723,17,Female,2.6,3.0,0.8,No,78.3,6.9,Good
S1724,17,Male,3.5,0.0,1.7,No,84.5,7.5,Poor
S1725,21,Female,3.9,1.9,2.4,No,75.8,5.7,Good
S1726,19,Male,2.3,1.9,0.0,Yes,85.1,7.5,Fair
S1727,19,Male,4.1,4.2,1.6,No,70.2,3.3,Good
S1728,21,Other,2.8,2.0,2.0,No,80.1,5.6,Fair
S1729,20,Male,3.5,3.0,2.7,No,70.6,5.4,Fair
S1730,19,Female,4.3,2.7,2.6,Yes,91.9,5.0,Good
S1731,17,Male,3.5,0.0,2.4,No,92.2,6.2,Good
S1732,17,Male,2.8,3.4,0.9,No,67.7,7.0,Poor
S1733,24,Male,3.3,2.8,0.0,No,98.3,7.3,Fair
S1734,18,Female,3.4,3.1,1.4,No,100.0,6.8,Poor
S1735,19,Male,2.9,7.2,2.9,Yes,85.5,5.7,Fair
S1736,20,Female,3.1,0.0,3.3,No,78.6,6.9,Fair
S1737,21,Male,5.9,4.6,2.6,Yes,100.0,6.6,Fair
S1738,21,Other,4.3,2.2,2.3,No,71.8,7.6,Fair
S1739,20,Male,3.1,2.8,2.2,No,85.2,7.4,Poor
S1740,23,Female,4.5,2.4,1.2,Yes,86.8,6.5,Poor
S1741,22,Female,3.0,2.0,1.7,No,98.5,5.4,Poor
S1742,18,Female,5.3,1.8,3.6,No,88.6,5.7,Fair
S1743,21,Female,4.1,2.9,0.8,Yes,80.0,5.8,Good
S1744,19,Female,3.3,0.7,3.6,No,75.5,6.1,Poor
S1745,18,Female,4.2,3.4,1.4,No,81.6,6.8,Good
S1746,19,Male,1.1,2.0,3.3,No,74.9,7.4,Good
S1747,23,Male,1.8,1.1,0.3,No,85.5,6.4,Good
S1748,17,Female,1.7,2.0,2.4,No,79.4,6.5,Good
S1749,18,Female,3.7,4.0,1.0,No,70.1,6.7,Good
S1750,24,Female,6.1,1.9,0.2,No,97.6,5.9,Poor
S1751,21,Female,6.8,2.9,2.0,No,80.0,5.4,Fair
S1752,18,Male,4.5,1.6,2.9,Yes,72.3,4.4,Good
S1753,18,Male,4.3,3.4,0.9,No,83.3,5.7,Fair
S1754,18,Female,0.8,3.3,0.2,No,85.7,7.1,Good
S1755,22,Male,2.7,4.7,1.7,Yes,67.5,5.7,Poor
S1756,18,Male,2.3,2.3,1.7,No,88.3,6.2,Good
S1757,19,Female,2.6,3.3,2.4,No,74.5,7.1,Fair
S1758,17,Male,3.2,2.6,2.8,No,100.0,7.1,Fair
S1759,23,Female,2.8,4.1,1.7,Yes,90.2,5.2,Fair
S1760,20,Male,0.5,1.6,3.8,Yes,81.0,7.7,Good
S1761,18,Female,4.6,3.4,2.0,No,77.5,7.9,Good
S1762,21,Male,1.9,2.3,1.4,No,84.0,5.1,Fair
S1763,18,Male,3.9,2.4,0.0,Yes,91.1,5.5,Good
S1764,21,Male,6.6,2.6,1.5,No,84.7,7.9,Fair
S1765,19,Male,2.1,2.8,1.4,Yes,82.8,6.3,Poor
S1766,21,Male,0.0,2.4,2.9,No,85.6,3.8,Poor
S1767,24,Male,3.1,2.8,2.3,No,79.0,4.8,Poor
S1768,20,Female,5.2,4.4,0.5,No,81.6,6.2,Fair
S1769,17,Male,6.4,3.7,2.0,No,64.1,5.1,Fair
S1770,21,Female,1.7,3.5,2.5,No,94.7,6.0,Good
S1771,21,Female,4.2,2.0,3.5,No,88.0,6.5,Good
S1772,17,Female,2.8,1.4,2.8,No,77.3,8.3,Poor
S1773,20,Male,3.3,3.6,2.6,No,100.0,6.2,Fair
S1774,18,Female,7.5,3.6,1.9,Yes,85.9,7.8,Fair
S1775,21,Male,1.2,4.3,2.2,No,74.6,8.2,Fair
S1776,17,Male,3.9,1.8,3.2,No,93.6,8.2,Poor
S1777,24,Other,4.2,2.2,0.3,Yes,89.0,6.8,Poor
S1778,24,Male,5.1,0.5,1.4,No,88.9,4.1,Good
S1779,19,Female,3.6,2.0,1.0,Yes,80.7,7.1,Good
S1780,17,Female,4.0,3.7,2.2,No,89.5,7.8,Poor
S1781,19,Female,2.9,1.9,3.2,No,82.4,6.4,Fair
S1782,24,Female,3.9,3.3,1.1,Yes,90.6,8.6,Fair
S1783,20,Male,3.0,2.3,0.0,No,66.0,7.5,Good
S1784,18,Male,4.4,2.9,1.3,No,80.7,7.2,Fair
S1785,17,Female,2.9,1.1,2.8,No,100.0,7.8,Poor
S1786,23,Male,4.1,2.6,2.4,No,77.3,6.9,Good
S1787,24,Male,3.5,0.0,2.3,No,79.0,3.5,Fair
S1788,24,Male,5.2,2.3,1.5,No,80.5,5.9,Fair
S1789,23,Male,3.4,0.5,0.4,No,72.9,7.9,Fair
S1790,22,Male,0.8,3.9,2.4,No,62.9,5.5,Fair
S1791,24,Male,5.4,3.4,0.9,No,82.7,6.2,Fair
S1792,21,Female,2.1,3.1,4.2,No,86.4,5.2,Fair
